Name,Comment,Time,Likes,Reply Count
@KasperYakolev-j1h,"It's not about race, it's how the governments run, no corruption",2018-09-23T15:12:44Z,14,
@basedpro-ua3470,Because homogenous societies are the best,2018-09-24T22:32:44Z,6,
@user-jb8sk3ze1z,Comrade_ Savage15 point one non homegenous multiracial country that is succeeding,2018-12-02T15:38:14Z,0,
@KasperYakolev-j1h,"@@user-jb8sk3ze1z China, South Korea, and Algeria,",2018-12-02T18:10:15Z,0,
@user-jb8sk3ze1z,Comrade_ Savage15 first Algeria is not succeeding and China is almost 100 percent Chinese and South Korea is almost 100 percent Korea and Algeria is almost 100 percent Arab point one non white MULTIRACIAL country,2018-12-02T18:32:24Z,1,
@NG-nf2mz,@@KasperYakolev-j1h china and South Korea are some of the most homogeneous countries,2019-03-23T10:20:41Z,2,
@KasperYakolev-j1h,@@user-jb8sk3ze1z UK? Isn't UK multi racial country,2019-03-23T16:31:11Z,0,
@ville06102,Jakob Hagen USA,2019-03-26T05:22:25Z,0,
@SA-121,Homogenous countries have the least corruption.,2020-01-13T13:14:56Z,0,
@byakunen,@@user-jb8sk3ze1z Canada,2020-10-27T18:23:09Z,0,
@theradiantdehd3997,"""But just because they're on the happiness list, doesn't mean they're empty of problems. Most of the high ranking countries are highly right leaning...""

Wait... You're saying there's a trend that the happiest countries in the world, are Right Leaning... HMMMMMMM... 🤔🤔🤔",2018-09-23T13:59:58Z,8,4
@mlgsty8880,"The funny thing is we dont even have that many right leaning ""rallies"" here because most people here in Finland are proud of being Finnish so there is no need to do as much rallies as Murica does lol.",2018-09-23T14:05:17Z,7,
@derriegel5705,No. If anything this shows that the governing party is not as important as the underlying system as their ranking in this happiness report doesn't seem to be affected by which government is in place.,2018-09-23T14:17:25Z,1,
@mohamedyasin2094,TheRadiantDehd they are far left 😂,2018-09-24T18:10:42Z,2,
@blackcoffeebeans6100,@@mohamedyasin2094 You are wrong. All The Nordic countries are capitalist countries.,2021-04-02T07:49:15Z,0,
@medetbilalsarac4856,People of Scandinavian countrys are mostly happy because the sad ones killing themselves so there is no one to decrease the average,2018-09-23T13:57:00Z,0,2
@shreyvaghela3963,Medet Bilal Sarac worst reason I’ve ever heard. They are still in average better than all the countries,2018-09-23T14:38:58Z,0,
@blackcoffeebeans6100,"Not true. Watch The video ""Suicide rates in The world/Country suicide comparison rate."" Published 6 months ago. We are not living in the 90's anymore. 
62 highest suicide countries and Finland is not even mentioned. 
The other nordic countries are far behind from the top.
The highest suicide countries are: 
The 1st Lithuania, the 2nd Russia and The 3rd South Korea",2021-04-02T07:28:52Z,0,
@elijah111,Countries in the extreme north like Norway and in the extreme south like Australia tend to do better then nations closer to the equator.,2018-09-23T13:52:24Z,53,8
@Ichigoeki,"You had to be able to take care of yourself to survive, which eventually turned to giving the extra care to your brethren, which mentality is now being taken advantage of.",2018-09-23T15:53:53Z,3,
@samhuangto,"You did make a good point here, countries near the equator normally suffer more from nature disasters since the warmer climate and ocean temperatures",2018-09-23T17:13:14Z,15,
@gabrielgri,Because they are far from Africa,2018-09-25T18:33:42Z,3,
@michaelsubroto5563,"Yeah I dont know why but your comment makes into one of the best comment ever probably. While the country in equator enjoy good climate but they are suffering by lack of effective government system, corruption, and also bribing which led to utter destruction and left behind from the country in far north or south with temperate climate. (With the exception of SIngapore and Malaysia probably)",2018-10-21T04:41:12Z,1,
@jeiku5314,"Cus by the equator, there are more diseases. Or, the more rational answer, is the lack of stable governments who actually try to improve people's lives instead of enriching themselves.",2018-12-02T02:27:04Z,1,
@ranvijayrao4209,"India, Persia, Egypt???

Before British entered in India 
India accounted for 1/3rd of world GDP",2020-08-30T21:58:52Z,1,
@nathalie_desrosiers,@@ranvijayrao4209 But what have you done since they left?,2020-10-25T22:04:24Z,0,
@realnapster1522,@@nathalie_desrosiersthird largest economy soon 😂,2024-03-21T16:08:59Z,0,
@filipdahl5349,🇸🇪🇸🇪🇸🇪,2018-09-23T13:49:54Z,1,2
@KasperYakolev-j1h,Love to Spain from Mexico,2018-09-23T15:09:07Z,0,
@basedpro-ua3470,The Islamic Caliphate of Swedistan,2018-09-24T22:45:30Z,0,
@randomicelander5307,Icelanders will never tell you that where sad we might have just lost a loved one landed in a crippling carcrash and bin fired from a job but if where asked we will swallow a painkiller\anti depressant drink it down with a bit of alcohol and say no where all good it will all work out ;-),2018-09-23T13:46:05Z,0,1
@thatoneuser8600,"But where does Icelandic sadness usually come from? If it's social problem like your wife died, then that's not really a problem the government can help with. So is it economic anxiety problems?",2020-11-12T20:56:55Z,0,
@omarfaraj6723,Where is Ireland,2018-09-23T13:44:41Z,0,0
@mlgsty8880,Im just wondering why there is this much hate against these countries in comment section? Is it so wrong that we are happy nations?,2018-09-23T13:44:11Z,3,4
@egonzalez7317,"It's because the factors used to gauge ""happiness"" are very subjective and not very accurate indicators of actual happiness, it's all put out there by the left to attempt to push more social programs in the United States, nowhere else",2018-09-23T18:27:57Z,0,
@mlgsty8880,Well its not certainly our fault that American media is trying to manipulate this? I dont have personal experience from other countries but for Finland I can say that people are happy here and even the right-wing parties support the welfare state. You would pretty much have to go to neo-nazis or anarchists if you want to see people who dont want welfare state.,2018-09-23T19:18:04Z,2,
@unreborn,It's mostly immigration from what I've seen,2018-09-23T21:43:32Z,0,
@basedpro-ua3470,"Nobody hates you because of that. But people including me, get really mad about what is happening to these beautiful countries thanks to immigration, look at Sweden for example.",2018-09-24T22:27:32Z,1,
@Astrouia,T H I C C,2018-09-23T13:43:38Z,10,0
@hardrock342,I thought Bhutan was the happiest country on earth.,2018-09-23T13:43:18Z,56,5
@tomasroma2333,edm fan No they are just the only country to use Gross National Happiness instead of Gross National Product.,2018-09-23T14:21:55Z,31,
@priyankuhandique7058,It was but when they got threats from China they started militarising and also India is helping them by selling arms,2019-05-17T05:36:12Z,3,
@ranvijayrao4209,"@@priyankuhandique7058 
Bhutan don't have military, Bhutan is protected by Indian army

India does not interfere in internal affairs of Bhutan",2020-08-30T21:53:19Z,2,
@rankingresearchdata,@@priyankuhandique7058 are you dumb? Bhutan 🇧🇹 didn't militaries it border. Bhutan is what it was before.,2020-09-25T06:48:55Z,1,
@cinderellaandstepsisters,"Bhutan is The happiest country in Asia. One Day I visit that country. Globally The 8th.  
Excellent! Gongratulations!",2021-04-02T06:04:18Z,1,
@32hypersonic,"The United States national government is the best organization on earth when it comes to waste, fraud, and abuse of taxpayer's money, so giving more money for social services? Not going to happen if I have something to say about it",2018-09-23T13:41:08Z,5,2
@J10005,Put proper leaders in place and get rid of large crony capitalistic influence in money in politics if you want to clean up that junk.,2020-01-18T05:23:03Z,1,
@albinjohnsson2511,"I see Americans make this argument all the time, but it's actually quite flawed since it gets the causality backwards. The Nordic countries were poor and corrupt at the beginning of the last century, then they started to build huge welfare states. As the welfare grew, so did the economy and the trust in the government. Corruption is actually correlated with smaller and weaker governments (just look at the corruption index). A rich and big state has the resources to hold its agencies and personnel accountable, and can de-incentivize corrupt practices. /Nordic political science major who has studied governmental corruption",2020-09-17T12:31:08Z,1,
@BeEmoBro,Israel is number 11 :),2018-09-23T13:41:01Z,8,2
@NahedElrayes,TopTrendNow nobody cares,2018-09-23T22:33:42Z,2,
@BeEmoBro,@@NahedElrayes that's why you just took your time and responded.😂,2018-09-23T22:38:57Z,8,
@alg11297,"Never talk about home and car ownership, adoption of orphan children,  or freedom of creative options. You can load the qualifications any way you want and make Zimbabway the happiest countries.",2018-09-23T13:40:31Z,0,0
@omarfaraj6723,My country is maybe  number 200797,2018-09-23T13:36:35Z,0,10
@akshitrajput757,Pakistan???,2018-09-24T07:59:21Z,0,
@omarfaraj6723,@@akshitrajput757 no the only Christian County in middle east can you guess?,2018-09-24T08:04:43Z,0,
@akshitrajput757,@@omarfaraj6723 noo I cant guess! I mean is there any cristian country in middle east!!! I thought its only Islamic!,2018-09-24T08:15:43Z,0,
@akshitrajput757,@@omarfaraj6723 Is it Cyprus??? I jst searched.,2018-09-24T08:17:48Z,0,
@omarfaraj6723,"@@akshitrajput757 Lebanon it's 40% Christian and Christian take charge of everything, it's also the only country in middle east with no desert 😄",2018-09-24T08:19:16Z,0,
@omarfaraj6723,@@akshitrajput757 Lebanon,2018-09-24T08:21:00Z,0,
@akshitrajput757,"@@omarfaraj6723 ohhh!!! Wait, is it where Mia Khalifa is from??? 🤔🤔🤔",2018-09-24T08:22:45Z,0,
@akshitrajput757,@@omarfaraj6723 I thought it was Muslim county...,2018-09-24T08:23:03Z,0,
@omarfaraj6723,@@akshitrajput757 😂😂😂😂 you guessed,2018-09-24T08:37:04Z,0,
@omarfaraj6723,@@akshitrajput757 nah Christian here take control are you Muslim?,2018-09-24T08:38:51Z,0,
@NoahNobody,"In Finland, unhappy people kill themselves. This is why we have only happy people.",2018-09-23T13:35:55Z,447,23
@hardrock342,Noah Nobody makes sense bro😂😂😂😂,2018-09-23T13:41:02Z,14,
@juliánito59,"""You so dark, you sure you not from the DC Universe?"" Sorry I just had to.",2018-09-23T17:38:44Z,25,
@rlionheart8657,Bravo. At least some people know when to exit the stage when the time is right. Another thing she failed to mention is population and total square miles of real estate. The challenge to create a high level of happiness is more difficult when you need to achieve it for over 300 million people across 2300 miles of country.,2018-09-23T22:37:06Z,8,
@rhijulbec1,"@@rlionheart8657
The study doesn't work that way. It's based on per capita not population. Sorry.",2018-09-24T06:45:30Z,8,
@alaindebotton2902,Finland doesn't comes in Scandinavia so it's better to say Nordics and there is one more ironic thing to see although these countries are very prosperous and have better health care system than any other but still these countries have the highest rate of cancer among Denmark ranks the top in the entire world and nobody is really quite sure why the cancer is so frequent among the Nordic citizen.,2018-09-24T20:39:39Z,3,
@miguelteixeira1158,"I also thought like that but if you do some research you'll see it's not that linear. The first countries on the suicide rate list aren't nordic countries but third world countries like it's supposed to. For example, Canada's and US suicidal rate is higher than norway's. We've all been fooled",2018-09-26T21:46:27Z,4,
@rhijulbec1,"@@alaindebotton2902
Good Lord man! Punctuation. Capitals. It's impossible to get context from your post because it's all one long sentence.",2018-09-27T04:06:09Z,1,
@cristiancosta2985,Prince Nixon FINLAND IS NOT IN SCANDINAVIA IT IS A NORDIC COUNTRY,2018-10-01T18:13:44Z,0,
@andrekashale4346,"How many more ppl live in Canada and US, compared to Norway?",2018-10-02T14:39:58Z,1,
@darrenfleming7901,"NO! EVEYONE IS HAPPY IN SCANDINAVIA, NOW VOTE FOR OUR COMMUNIST PARTY!",2018-10-07T22:35:11Z,0,
@CelineAdobea,a lot of Norwegians are also suicidal af,2018-10-21T16:08:06Z,1,
@sortsvane,@@CelineAdobea Is that due to harsh weather?,2019-01-28T16:02:11Z,0,
@CelineAdobea,"@@sortsvane I feel like the harsh weather forces people to be more inside less social, also you become more stiff if that makes sense, less relaxed. Through all of that I definitely think it is connected.",2019-01-28T20:42:26Z,0,
@Marxist-Nixonist-Bidenist,@@alaindebotton2902 The whole cancer thing is due to people living longer,2019-10-15T19:00:56Z,1,
@pahakasvivenuksesta2653,Not true  :(  Not even fun to  use people  as a fun joke.  Suicide is one of the things we  do not take  for granted  in Finland. Shame on you,2020-01-25T15:56:52Z,0,
